OP;MARCA;ARTICULO;DESCRIPCION;RUBRO;STOCK_TXT;PVC;IVA;II;MKUP;PVL;OFF_PVC;OFF_PVL;IMAGEN_URL_1;IMAGEN_URL_2;IMAGEN_URL_3;IMAGEN_URL_4;IMAGEN_URL_5;NUEVO_INGRESO;CONDICION
5495;CREMONA;AB-120;Arco | p/ Violin | Estudio |  A. Breton  | 4/4 | Fibra de carbono;Violines y Cellos;>10;83693.46;0.21;0;0.45;146840.179;0;0;https://todomusica.com.ar/29853-large_default/img.jpg, https://todomusica.com.ar/29854-large_default/img.jpg, https://todomusica.com.ar/29855-large_default/img.jpg, https://todomusica.com.ar/29856-large_default/img.jpg;https://todomusica.com.ar/29853-large_default/img.jpg;https://todomusica.com.ar/29854-large_default/img.jpg;https://todomusica.com.ar/29855-large_default/img.jpg;https://todomusica.com.ar/29856-large_default/img.jpg;;INGRESANDO|MAS_VENDIDO
5495;CREMONA;CP-3910;Estuche | p/ Violin | Forma rectangular | 4/4 | Carcasa de plástico termoplástico;Fundas y Estuches;>10;125627.55;0.21;0;0.45;220413.54;0;0;https://todomusica.com.ar/29834-large_default/img.jpg, https://todomusica.com.ar/29835-large_default/img.jpg, https://todomusica.com.ar/29836-large_default/img.jpg, https://todomusica.com.ar/29837-large_default/img.jpg;https://todomusica.com.ar/29834-large_default/img.jpg;https://todomusica.com.ar/29835-large_default/img.jpg;https://todomusica.com.ar/29836-large_default/img.jpg;https://todomusica.com.ar/29837-large_default/img.jpg;;INGRESANDO|MAS_VENDIDO
5495;CREMONA;C-3907;Estuche | p/ Violin | con forma  | 4/4 | Carcasa de espuma rígida de poliestireno | ;Fundas y Estuches;>10;34770.35;0.21;0;0.45;61004.582;0;0;https://todomusica.com.ar/29838-large_default/img.jpg, https://todomusica.com.ar/29839-large_default/img.jpg, https://todomusica.com.ar/29840-large_default/img.jpg;https://todomusica.com.ar/29838-large_default/img.jpg;https://todomusica.com.ar/29839-large_default/img.jpg;https://todomusica.com.ar/29840-large_default/img.jpg;;;INGRESANDO|MAS_VENDIDO
5495;CREMONA;SB-2 3/4;Contrabajo | SB2 | 3/4 | Tapa de Pino | Cuerpo de Maple | Acc. Diap. Y afianadores d;Violines y Cellos;<10;1537408.69;0.21;0;0.45;2697383.546;0;0;https://todomusica.com.ar/19314-large_default/img.jpg;https://todomusica.com.ar/19314-large_default/img.jpg;;;;;INGRESANDO
5495;CREMONA;SC-175 4/4;Cello | Estudio | 4/4 | Tapa de Pino solido Select | Cuerpo de Maple Flameado | Arc;Violines y Cellos;>10;1642243.92;0.21;0;0.45;2881316.953;0;0;https://todomusica.com.ar/13894-large_default/img.jpg, https://todomusica.com.ar/19312-large_default/img.jpg;https://todomusica.com.ar/13894-large_default/img.jpg;https://todomusica.com.ar/19312-large_default/img.jpg;;;;INGRESANDO
5495;CREMONA;"SVA-100 16""";"Viola | Estudio | 16"" | Tapa  de Abeto Maciza | Cuerpo de Maple | Arco A. Breton";Violines y Cellos;<10;436638.75;0.21;0;0.45;766082.69;0;0;https://todomusica.com.ar/19286-large_default/img.jpg;https://todomusica.com.ar/19286-large_default/img.jpg;;;;;INGRESANDO
5495;CREMONA;SV-1240;Violin | Profesional | 4/4 | Tapa de Abeto Maciza | Cuerpo de Maple Flameado | Arco;Violines y Cellos;>10;1065650.16;0.21;0;0.45;1869683.203;0;0;https://todomusica.com.ar/19287-large_default/img.jpg, https://todomusica.com.ar/19288-large_default/img.jpg;https://todomusica.com.ar/19287-large_default/img.jpg;https://todomusica.com.ar/19288-large_default/img.jpg;;;;INGRESANDO
5495;CREMONA;SV-175 4/4;Violin | Premier | 4/4 | Tapa de Pino solido Select | Cuerpo de Maple | Arco J. Lasalle LB;Violines y Cellos;>10;454111.29;0.21;0;0.45;796738.258;0;0;https://todomusica.com.ar/26739-large_default/img.jpg, https://todomusica.com.ar/26740-large_default/img.jpg, https://todomusica.com.ar/26741-large_default/img.jpg, https://todomusica.com.ar/26742-large_default/img.jpg;https://todomusica.com.ar/26739-large_default/img.jpg;https://todomusica.com.ar/26740-large_default/img.jpg;https://todomusica.com.ar/26741-large_default/img.jpg;https://todomusica.com.ar/26742-large_default/img.jpg;;INGRESANDO|MAS_VENDIDO
5495;CREMONA;SV-180BKE;Violin eléctrico | Estudio | 4/4 | Tapa de Palo santo | Cuerpo de ébano | Arco de madera | Color Negro;Violines y Cellos;>10;471758.55;0.21;0;0.45;827700.379;0;0;https://todomusica.com.ar/29841-large_default/img.jpg, https://todomusica.com.ar/29842-large_default/img.jpg, https://todomusica.com.ar/29843-large_default/img.jpg;https://todomusica.com.ar/29841-large_default/img.jpg;https://todomusica.com.ar/29842-large_default/img.jpg;https://todomusica.com.ar/29843-large_default/img.jpg;;;INGRESANDO
5495;CREMONA;SV-180E;Violin eléctrico | Estudio | 4/4 | Tapa de Palo santo | Cuerpo de ébano | Arco de madera;Violines y Cellos;<10;471758.55;0.21;0;0.45;827700.379;0;0;https://todomusica.com.ar/29849-large_default/img.jpg, https://todomusica.com.ar/29850-large_default/img.jpg, https://todomusica.com.ar/29851-large_default/img.jpg, https://todomusica.com.ar/29852-large_default/img.jpg;https://todomusica.com.ar/29849-large_default/img.jpg;https://todomusica.com.ar/29850-large_default/img.jpg;https://todomusica.com.ar/29851-large_default/img.jpg;https://todomusica.com.ar/29852-large_default/img.jpg;;INGRESANDO
5495;CREMONA;SV-50;Violin | Estudio | 4/4 | Tapa de Abeto Solido | Cuerpo de Maple | Arco de Rosewood |;Violines y Cellos;>10;150089.12;0.21;0;0.45;263331.356;0;0;https://todomusica.com.ar/19310-large_default/img.jpg;https://todomusica.com.ar/19310-large_default/img.jpg;;;;;INGRESANDO|MAS_VENDIDO
5495;CREMONA;SV-50 1/2;Violin | Estudio | 1/2 | Tapa de Abeto Solido | Cuerpo de Maple | Arco de Rosewood | Enc. Tradicional |  c/ Estuche Semi Rigido;Violines y Cellos;>10;150089.12;0.21;0;0.45;263331.356;0;0;https://todomusica.com.ar/24614-large_default/img.jpg;https://todomusica.com.ar/24614-large_default/img.jpg;;;;;INGRESANDO
5495;CREMONA;SV-50 3/4;Violin | Estudio | 3/4 | Tapa de Abeto Solido | Cuerpo de Maple | Arco de Rosewood | Enc. Tradicional |  c/ Estuche Semi Rigido;Violines y Cellos;>10;150089.12;0.21;0;0.45;263331.356;0;0;https://todomusica.com.ar/24613-large_default/img.jpg;https://todomusica.com.ar/24613-large_default/img.jpg;;;;;INGRESANDO|MAS_VENDIDO
5495;CREMONA;SV-588;Violin | Artist | 4/4 | Tapa de Pino solido Select | Cuerpo de Maple Flameado | Arco A. Breton  AB116 | Enc. Prelude Daddario | c/Estuche Rígido Deluxe;Violines y Cellos;>10;711251.61;0.21;0;0.45;1247890.944;0;0;https://todomusica.com.ar/26743-large_default/img.jpg, https://todomusica.com.ar/26744-large_default/img.jpg, https://todomusica.com.ar/26745-large_default/img.jpg, https://todomusica.com.ar/26746-large_default/img.jpg;https://todomusica.com.ar/26743-large_default/img.jpg;https://todomusica.com.ar/26744-large_default/img.jpg;https://todomusica.com.ar/26745-large_default/img.jpg;https://todomusica.com.ar/26746-large_default/img.jpg;;INGRESANDO|MAS_VENDIDO
5495;CREMONA;SV-75 3/4;Violin | Estudio | 3/4 | Tapa de Pino solido Select | Cuerpo de Maple | Arco A. Breton AB110 | Enc. Prelude Daddario | c/Estuche Semi rigido;Violines y Cellos;>10;233957.3;0.21;0;0.45;410478.077;0;0;https://todomusica.com.ar/13901-large_default/img.jpg;https://todomusica.com.ar/13901-large_default/img.jpg;;;;;INGRESANDO
5495;CREMONA;SV-75 4/4;Violin | Estudio | 4/4 | Tapa de Pino solido Select | Cuerpo de Maple | Arco A. Breto;Violines y Cellos;>10;233957.3;0.21;0;0.45;410478.077;0;0;https://todomusica.com.ar/13864-large_default/img.jpg, https://todomusica.com.ar/19315-large_default/img.jpg;https://todomusica.com.ar/13864-large_default/img.jpg;https://todomusica.com.ar/19315-large_default/img.jpg;;;;INGRESANDO|MAS_VENDIDO
5495;CREMONA;SV-800;Violin | Premier Artist | 4/4 | Tapa Abeto Maciza | Cuerpo Maple Flameado | Arco;Violines y Cellos;>10;1222903;0.21;0;0.45;2145583.314;0;0;https://todomusica.com.ar/19291-large_default/img.jpg, https://todomusica.com.ar/19292-large_default/img.jpg, https://todomusica.com.ar/19293-large_default/img.jpg;https://todomusica.com.ar/19291-large_default/img.jpg;https://todomusica.com.ar/19292-large_default/img.jpg;https://todomusica.com.ar/19293-large_default/img.jpg;;;INGRESANDO
5495;CREMONA;VP-202;Puente | p/ Violin | A. Breton  | Maple | Adaptable p/ cualquier violin de 4/4 a 1/32;Violines y Cellos;>10;4542.85;0.21;0;0.45;7970.427;0;0;https://todomusica.com.ar/19294-large_default/img.jpg;https://todomusica.com.ar/19294-large_default/img.jpg;;;;;INGRESANDO
5495;CREMONA;VP-50;Mute | p/ Violin | Anton Breton | 4/4 | Níquel;Violines y Cellos;>10;10308.81;0.21;0;0.45;18086.802;0;0;https://todomusica.com.ar/29847-large_default/img.jpg, https://todomusica.com.ar/29848-large_default/img.jpg;https://todomusica.com.ar/29847-large_default/img.jpg;https://todomusica.com.ar/29848-large_default/img.jpg;;;;INGRESANDO|MAS_VENDIDO
5495;CREMONA;VP-70K;Soporte p/ hombro | p/ Violin | A. Breton  | Standard  | Ajust. en alt. y ancho de 4/4 y 3/4 |  Revestido de espuma.;Violines y Cellos;>10;12516.3;0.21;0;0.45;21959.842;0;0;https://todomusica.com.ar/13865-large_default/img.jpg;https://todomusica.com.ar/13865-large_default/img.jpg;;;;;INGRESANDO
5495;CREMONA;VP-70W;Soporte p/ hombro | p/ Violin | A. Breton  | Wolf Style | Ajust. en alt. y ancho de 4/4 y 3/4 | Cuerpo de metal revestido de espuma.;Violines y Cellos;>10;22914.37;0.21;0;0.45;40203.266;0;0;https://todomusica.com.ar/13866-large_default/img.jpg;https://todomusica.com.ar/13866-large_default/img.jpg;;;;;INGRESANDO
5495;CERVINI;HC-100 1/2;Cello | Estudio |  1/2 | Tapa de Abeto  | Cuerpo de Maple | Diap. De Ebano | Puen;Violines y Cellos;<10;524001.44;0.21;0;0.45;919360.529;0;0;https://todomusica.com.ar/26687-large_default/img.jpg, https://todomusica.com.ar/26688-large_default/img.jpg, https://todomusica.com.ar/26689-large_default/img.jpg, https://todomusica.com.ar/26690-large_default/img.jpg;https://todomusica.com.ar/26687-large_default/img.jpg;https://todomusica.com.ar/26688-large_default/img.jpg;https://todomusica.com.ar/26689-large_default/img.jpg;https://todomusica.com.ar/26690-large_default/img.jpg;;
5495;CERVINI;HC-100 1/4;Cello | Estudio |  1/4 | Tapa de Abeto  | Cuerpo de Maple | Diap. De Ebano | Pue;Violines y Cellos;>10;524001.44;0.21;0;0.45;919360.529;0;0;https://todomusica.com.ar/27141-large_default/img.jpg, https://todomusica.com.ar/27142-large_default/img.jpg, https://todomusica.com.ar/27143-large_default/img.jpg, https://todomusica.com.ar/27144-large_default/img.jpg;https://todomusica.com.ar/27141-large_default/img.jpg;https://todomusica.com.ar/27142-large_default/img.jpg;https://todomusica.com.ar/27143-large_default/img.jpg;https://todomusica.com.ar/27144-large_default/img.jpg;;
5495;CERVINI;HV-100;Violin | Estudio | 4/4 | Tapa de Abeto | Cuerpo de Maple | Arco A. Breton | Puente Maple | Mentonera de Madera | c/Estuche Semi rigido | Natural;Violines y Cellos;>10;138448.86;0.21;0;0.45;242908.529;0;0;https://todomusica.com.ar/17935-large_default/img.jpg, https://todomusica.com.ar/17936-large_default/img.jpg, https://todomusica.com.ar/17937-large_default/img.jpg, https://todomusica.com.ar/17938-large_default/img.jpg, https://todomusica.com.ar/17939-large_default/img.jpg, https://todomusica.com.ar/17940-large_default/img.jpg;https://todomusica.com.ar/17935-large_default/img.jpg;https://todomusica.com.ar/17936-large_default/img.jpg;https://todomusica.com.ar/17937-large_default/img.jpg;https://todomusica.com.ar/17938-large_default/img.jpg;;MAS_VENDIDO
5495;CERVINI;HV-100 1/2;Violin | Estudio | 1/2 | Tapa de Abeto | Cuerpo de Maple | Arco Clasico | Pue;Violines y Cellos;>10;125627.55;0.21;0;0.45;220413.54;0;0;https://todomusica.com.ar/17941-large_default/img.jpg, https://todomusica.com.ar/17942-large_default/img.jpg, https://todomusica.com.ar/17943-large_default/img.jpg, https://todomusica.com.ar/17944-large_default/img.jpg, https://todomusica.com.ar/17945-large_default/img.jpg, https://todomusica.com.ar/17946-large_default/img.jpg;https://todomusica.com.ar/17941-large_default/img.jpg;https://todomusica.com.ar/17942-large_default/img.jpg;https://todomusica.com.ar/17943-large_default/img.jpg;https://todomusica.com.ar/17944-large_default/img.jpg;;MAS_VENDIDO
5495;CERVINI;HV-100 1/4;Violin | Estudio | 1/4 | Tapa de Abeto | Cuerpo de Maple | Arco Clasico | Puente Maple | Mentonera de Madera | c/Estuche Semi rigido | Natual;Violines y Cellos;>10;138448.86;0.21;0;0.45;242908.529;0;0;https://todomusica.com.ar/26342-large_default/img.jpg;https://todomusica.com.ar/26342-large_default/img.jpg;;;;;MAS_VENDIDO
5495;CERVINI;HV-100 3/4;Violin | Estudio | 3/4 | Tapa de Abeto | Cuerpo de Maple | Arco Clasico | Puente Maple | Mentonera de Madera | c/Estuche Semi rigido | Natural;Violines y Cellos;<10;138448.86;0.21;0;0.45;242908.529;0;0;https://todomusica.com.ar/17947-large_default/img.jpg, https://todomusica.com.ar/17948-large_default/img.jpg, https://todomusica.com.ar/17949-large_default/img.jpg, https://todomusica.com.ar/17950-large_default/img.jpg, https://todomusica.com.ar/17951-large_default/img.jpg, https://todomusica.com.ar/17952-large_default/img.jpg;https://todomusica.com.ar/17947-large_default/img.jpg;https://todomusica.com.ar/17948-large_default/img.jpg;https://todomusica.com.ar/17949-large_default/img.jpg;https://todomusica.com.ar/17950-large_default/img.jpg;;MAS_VENDIDO
5495;CREMONA;AB-100 1/2;Arco | p/ Violin | Estudio |  A. Breton  | 1/2 | Madera Rosewood;Violines y Cellos;>10;18136.5;0.21;0;0.45;31820.483;0;0;https://todomusica.com.ar/26695-large_default/img.jpg, https://todomusica.com.ar/26696-large_default/img.jpg, https://todomusica.com.ar/26697-large_default/img.jpg, https://todomusica.com.ar/26698-large_default/img.jpg, https://todomusica.com.ar/26699-large_default/img.jpg;https://todomusica.com.ar/26695-large_default/img.jpg;https://todomusica.com.ar/26696-large_default/img.jpg;https://todomusica.com.ar/26697-large_default/img.jpg;https://todomusica.com.ar/26698-large_default/img.jpg;;MAS_VENDIDO
5495;CREMONA;AB-100 1/4;Arco | p/ Violin | Estudio |  A. Breton  | 1/4 | Madera Rosewood;Violines y Cellos;>10;18136.5;0.21;0;0.45;31820.483;0;0;https://todomusica.com.ar/26701-large_default/img.jpg, https://todomusica.com.ar/26702-large_default/img.jpg, https://todomusica.com.ar/26703-large_default/img.jpg, https://todomusica.com.ar/26704-large_default/img.jpg, https://todomusica.com.ar/26705-large_default/img.jpg;https://todomusica.com.ar/26701-large_default/img.jpg;https://todomusica.com.ar/26702-large_default/img.jpg;https://todomusica.com.ar/26703-large_default/img.jpg;https://todomusica.com.ar/26704-large_default/img.jpg;;
5495;CREMONA;AB-100 3/4;Arco | p/ Violin | Estudio |  A. Breton  | 3/4 | Madera Rosewood;Violines y Cellos;>10;18136.5;0.21;0;0.45;31820.483;0;0;https://todomusica.com.ar/26706-large_default/img.jpg, https://todomusica.com.ar/26707-large_default/img.jpg, https://todomusica.com.ar/26708-large_default/img.jpg, https://todomusica.com.ar/26709-large_default/img.jpg, https://todomusica.com.ar/26710-large_default/img.jpg;https://todomusica.com.ar/26706-large_default/img.jpg;https://todomusica.com.ar/26707-large_default/img.jpg;https://todomusica.com.ar/26708-large_default/img.jpg;https://todomusica.com.ar/26709-large_default/img.jpg;;MAS_VENDIDO
5495;CREMONA;AB-100C;"Arco | p/ Cello  4/4| A. Breton  | Madera Rosewood 
";Violines y Cellos;>10;32734.72;0.21;0;0.45;57433.061;0;0;https://todomusica.com.ar/26721-large_default/img.jpg, https://todomusica.com.ar/26722-large_default/img.jpg, https://todomusica.com.ar/26723-large_default/img.jpg, https://todomusica.com.ar/26724-large_default/img.jpg, https://todomusica.com.ar/26725-large_default/img.jpg;https://todomusica.com.ar/26721-large_default/img.jpg;https://todomusica.com.ar/26722-large_default/img.jpg;https://todomusica.com.ar/26723-large_default/img.jpg;https://todomusica.com.ar/26724-large_default/img.jpg;;MAS_VENDIDO
5495;CREMONA;AB-100C 1/2;"Arco | p/ Cello  1/2| A. Breton  | Madera Rosewood 
 
";Violines y Cellos;>10;32734.72;0.21;0;0.45;57433.061;0;0;https://todomusica.com.ar/26726-large_default/img.jpg, https://todomusica.com.ar/26727-large_default/img.jpg, https://todomusica.com.ar/26728-large_default/img.jpg, https://todomusica.com.ar/26729-large_default/img.jpg, https://todomusica.com.ar/26731-large_default/img.jpg;https://todomusica.com.ar/26726-large_default/img.jpg;https://todomusica.com.ar/26727-large_default/img.jpg;https://todomusica.com.ar/26728-large_default/img.jpg;https://todomusica.com.ar/26729-large_default/img.jpg;;MAS_VENDIDO
5495;CREMONA;AB-100C 3/4;"Arco | p/ Cello  3/4| A. Breton  | Madera Rosewood 
";Violines y Cellos;>10;32734.72;0.21;0;0.45;57433.061;0;0;https://todomusica.com.ar/27108-large_default/img.jpg, https://todomusica.com.ar/27109-large_default/img.jpg, https://todomusica.com.ar/27110-large_default/img.jpg, https://todomusica.com.ar/27111-large_default/img.jpg, https://todomusica.com.ar/27112-large_default/img.jpg;https://todomusica.com.ar/27108-large_default/img.jpg;https://todomusica.com.ar/27109-large_default/img.jpg;https://todomusica.com.ar/27110-large_default/img.jpg;https://todomusica.com.ar/27111-large_default/img.jpg;;MAS_VENDIDO
5495;CREMONA;AB-100V;"Arco Viola Estudio A.BRETON VIOLA BOW 15""-17""";Violines y Cellos;>10;22914.2;0.21;0;0.45;40202.964;0;0;https://todomusica.com.ar/27853-large_default/img.jpg;https://todomusica.com.ar/27853-large_default/img.jpg;;;;;MAS_VENDIDO
5495;CREMONA;LB-20;Arco | p/ Violin | Estudio |  J. Lasalle  | 4/4 | Carbono-Grafito & Pernambuco;Violines y Cellos;<10;179875.37;0.21;0;0.45;315591.341;0;0;https://todomusica.com.ar/26732-large_default/img.jpg, https://todomusica.com.ar/26733-large_default/img.jpg, https://todomusica.com.ar/26734-large_default/img.jpg, https://todomusica.com.ar/26735-large_default/img.jpg, https://todomusica.com.ar/26736-large_default/img.jpg;https://todomusica.com.ar/26732-large_default/img.jpg;https://todomusica.com.ar/26733-large_default/img.jpg;https://todomusica.com.ar/26734-large_default/img.jpg;https://todomusica.com.ar/26735-large_default/img.jpg;;
5495;CREMONA;LB-20C;Arco | p/ Cello | Estudio |  J. Lasalle  | 4/4 | Carbono-Grafito & Pernambuco;Violines y Cellos;>10;230216.5;0.21;0;0.45;403914.843;0;0;https://todomusica.com.ar/26737-large_default/img.jpg;https://todomusica.com.ar/26737-large_default/img.jpg;;;;;
5495;CREMONA;LB-20V;Arco | p/ Viola | Estudio |  J. Lasalle  | 4/4 | Carbono-Grafito & Pernambuco;Violines y Cellos;<10;203110.37;0.21;0;0.45;356357.148;0;0;https://todomusica.com.ar/13897-large_default/img.jpg;https://todomusica.com.ar/13897-large_default/img.jpg;;;;;
5495;CREMONA;SB-1 1/2;Contrabajo | SB1 | 1/2 | Tapa de Pino | Cuerpo de Maple | Acc. Diap. Y afianadores;Violines y Cellos;<10;1397628.39;0.21;0;0.45;2452139.016;0;0;https://todomusica.com.ar/26341-large_default/img.jpg;https://todomusica.com.ar/26341-large_default/img.jpg;;;;;
5495;CREMONA;SB-1 1/4;Contrabajo | SB1 | 1/4 | Tapa de Pino | Cuerpo de Maple | Acc. Diap. Y afianadores;Violines y Cellos;>10;1397628.39;0.21;0;0.45;2452139.016;0;0;https://todomusica.com.ar/26738-large_default/img.jpg;https://todomusica.com.ar/26738-large_default/img.jpg;;;;;
5495;CREMONA;SB-1 3/4;Contrabajo | SB1 | 3/4 | Tapa de Pino | Cuerpo de Maple | Acc. Diap. Y afianadores d;Violines y Cellos;<10;1397628.39;0.21;0;0.45;2452139.016;0;0;https://todomusica.com.ar/19285-large_default/img.jpg;https://todomusica.com.ar/19285-large_default/img.jpg;;;;;
5495;CREMONA;SC-175 3/4;Cello | Estudio | 3/4 | Tapa de Pino solido Select | Cuerpo de Maple Flameado | Arco J. Lasalle LB13C | c/Estuche Semi rigido;Violines y Cellos;<10;1637643.28;0.21;0;0.45;2873245.14;0;0;https://todomusica.com.ar/13893-large_default/img.jpg;https://todomusica.com.ar/13893-large_default/img.jpg;;;;;
5495;CREMONA;TL-35;Estuche | p/ Violin | Forma rectangular | 4/4 | Carcasa de nailon balístico;Fundas y Estuches;>10;150089.12;0.21;0;0.45;263331.356;0;0;https://todomusica.com.ar/30173-large_default/img.jpg;https://todomusica.com.ar/30173-large_default/img.jpg;;;;;
5495;CREMONA;VP-140;Clavijas | p/ Violin | A. Breton  |  Pack x 4u | Classic Ebony;Violines y Cellos;>10;20792.33;0.21;0;0.45;36480.145;0;0;https://todomusica.com.ar/13859-large_default/img.jpg;https://todomusica.com.ar/13859-large_default/img.jpg;;;;;
5495;CREMONA;VP-55;Mute Deluxe | p/ Violin | Anton Breton | 4/4 | Latón;Violines y Cellos;>10;22714.31;0.21;0;0.45;39852.258;0;0;https://todomusica.com.ar/29844-large_default/img.jpg, https://todomusica.com.ar/29845-large_default/img.jpg, https://todomusica.com.ar/29846-large_default/img.jpg;https://todomusica.com.ar/29844-large_default/img.jpg;https://todomusica.com.ar/29845-large_default/img.jpg;https://todomusica.com.ar/29846-large_default/img.jpg;;;MAS_VENDIDO
5574;SAMSON;A3LM5;Microfono | Corbatero | Para inalambricos Samson | Conector Mini XLR P3;Microfonos;>10;63937.35;0.21;0;0.4;108309.871;0;0;https://todomusica.com.ar/22180-large_default/img.jpg, https://todomusica.com.ar/22181-large_default/img.jpg, https://todomusica.com.ar/22182-large_default/img.jpg;https://todomusica.com.ar/22180-large_default/img.jpg;https://todomusica.com.ar/22181-large_default/img.jpg;https://todomusica.com.ar/22182-large_default/img.jpg;;SI;
5574;SAMSON;CL5B;Microfono | Vocal de mano | Condenser | Cardoide | Conector XLR | Estuche y pipeta incluidas | Negro;Microfonos;<10;232323.85;0.21;0;0.4;393556.602;0;0;https://todomusica.com.ar/6666-large_default/img.jpg;https://todomusica.com.ar/6666-large_default/img.jpg;;;;SI;
5574;SAMSON;CL5N;Microfono | Vocal de mano | Condenser | SuperCardoide | Conector XLR | Estuche y pipeta incluidas | Plateado;Microfonos;>10;233289.26;0.21;0;0.4;395192.002;0;0;https://todomusica.com.ar/6669-large_default/img.jpg;https://todomusica.com.ar/6669-large_default/img.jpg;;;;SI;
5574;SAMSON;CL7A;Microfono | Para estudio | Condenser | Cardoide | Conector XLR | Diafragma grande 1.1”  | Color negro metal;Microfonos;<10;304221.04;0.21;0;0.4;515350.447;0;0;https://todomusica.com.ar/22680-large_default/img.jpg, https://todomusica.com.ar/22681-large_default/img.jpg, https://todomusica.com.ar/22682-large_default/img.jpg;https://todomusica.com.ar/22680-large_default/img.jpg;https://todomusica.com.ar/22681-large_default/img.jpg;https://todomusica.com.ar/22682-large_default/img.jpg;;SI;
5574;SAMSON;CL8A;Microfono | Para estudio | Condenser | Multipatrón | Conector XLR | Diafragma grande 1.1”  | Color negro metal;Microfonos;<10;369742.64;0.21;0;0.4;626344.037;0;0;https://todomusica.com.ar/22657-large_default/img.jpg, https://todomusica.com.ar/22658-large_default/img.jpg;https://todomusica.com.ar/22657-large_default/img.jpg;https://todomusica.com.ar/22658-large_default/img.jpg;;;SI;
5574;SAMSON;CM10B;Microfono | Tipo Plato | Condenser | Cardoide | 30Hz a 18kHz | Conector Mini XLR P3 | Negro;Microfonos;<10;147527.4;0.21;0;0.4;249911.416;0;0;https://todomusica.com.ar/22216-large_default/img.jpg, https://todomusica.com.ar/22217-large_default/img.jpg;https://todomusica.com.ar/22216-large_default/img.jpg;https://todomusica.com.ar/22217-large_default/img.jpg;;;SI;
5574;SAMSON;CM11B;Microfono | Tipo Plato | Condenser | Omnidireccional | 30Hz a 18kHz | Conector Mini XLR P3 | negro;Microfonos;>10;157334.89;0.21;0;0.4;266525.309;0;0;https://todomusica.com.ar/22229-large_default/img.jpg, https://todomusica.com.ar/22230-large_default/img.jpg;https://todomusica.com.ar/22229-large_default/img.jpg;https://todomusica.com.ar/22230-large_default/img.jpg;;;SI;
5574;SAMSON;CM15P;"Microfono | de podio 15"" cuello flexible | Condenser | Cardioide | 60Hz a 16kHz | Conector XLR | Negro";Microfonos;>10;147527.4;0.21;0;0.4;249911.416;0;0;https://todomusica.com.ar/4337-large_default/img.jpg;https://todomusica.com.ar/4337-large_default/img.jpg;;;;SI;
5574;SAMSON;C01;Microfono | de estudio | Condenser | Cardoide | 40Hz a 18kHz | Conector XLR | Estuche y pipeta incluidas;Microfonos;>10;147527.4;0.21;0;0.4;249911.416;0;0;https://todomusica.com.ar/2844-large_default/img.jpg, https://todomusica.com.ar/2845-large_default/img.jpg, https://todomusica.com.ar/2850-large_default/img.jpg, https://todomusica.com.ar/2851-large_default/img.jpg;https://todomusica.com.ar/2844-large_default/img.jpg;https://todomusica.com.ar/2845-large_default/img.jpg;https://todomusica.com.ar/2850-large_default/img.jpg;https://todomusica.com.ar/2851-large_default/img.jpg;SI;INGRESANDO
5574;SAMSON;C01UPRO;Microfono | USB | de estudio | Condenser | Cardioide | 40Hz a 18kHz | Conector USB | incluye Cable USB + Pie de mesa;Microfonos;>10;230551.63;0.21;0;0.4;390554.459;0;0;https://todomusica.com.ar/4305-large_default/img.jpg, https://todomusica.com.ar/4306-large_default/img.jpg, https://todomusica.com.ar/4307-large_default/img.jpg, https://todomusica.com.ar/4308-large_default/img.jpg, https://todomusica.com.ar/4309-large_default/img.jpg;https://todomusica.com.ar/4305-large_default/img.jpg;https://todomusica.com.ar/4306-large_default/img.jpg;https://todomusica.com.ar/4307-large_default/img.jpg;https://todomusica.com.ar/4308-large_default/img.jpg;SI;
5574;SAMSON;C01850;"Pack Micrófono C01 + Auricular SR850
";Microfonos;>10;206598.7;0.21;0;0.4;349978.198;0;0;https://todomusica.com.ar/4301-large_default/img.jpg;https://todomusica.com.ar/4301-large_default/img.jpg;;;;SI;
5574;SAMSON;C02;Microfonos | Tipo lapiz | Condenser para Overheads | 40Hz a 20kHz | Estuche para 2 mics + pipetas + Paravientos | Pack x2;Microfonos;>10;265519.13;0.21;0;0.4;449789.404;0;0;https://todomusica.com.ar/20878-large_default/img.jpg, https://todomusica.com.ar/20885-large_default/img.jpg, https://todomusica.com.ar/4928-large_default/img.jpg;https://todomusica.com.ar/20878-large_default/img.jpg;https://todomusica.com.ar/20885-large_default/img.jpg;https://todomusica.com.ar/4928-large_default/img.jpg;;SI;
5574;SAMSON;C02C;Microfono | Tipo lápiz | Condenser para Overheads | 40Hz a 20kHz | Estuche + Pipeta + Paraviento |;Microfonos;>10;132816.16;0.21;0;0.4;224990.57;0;0;https://todomusica.com.ar/26288-large_default/img.jpg, https://todomusica.com.ar/26289-large_default/img.jpg, https://todomusica.com.ar/26290-large_default/img.jpg;https://todomusica.com.ar/26288-large_default/img.jpg;https://todomusica.com.ar/26289-large_default/img.jpg;https://todomusica.com.ar/26290-large_default/img.jpg;;SI;
